"EAN NR.";"NSH Varenr.";"DB NR.";"Varebetegnelse DK";"Varebetegnelse SE";"Varebetegnelse FI";"Varebetegnelse UK"
"7290108611786";"540-191";"";"Feria terrasseoverdækning 4 x 12,12 meter, hvid Palram - Canopia";"Feria terrasstak 4 x 12,12 meter, vit Palram - Canopia";"Feria terassikatos 4 x 12,12m, valkoinen Palram - Canopia";"Feria patio cover 4 x 12,12 meter, white Palram - Canopia"
"7290108136135";"540-192";"";"Feria terrasseoverdækning 4 x 12,12 meter, antracitgrå Palram - Canopia";"Feria terrasstak 4 x 12,12 meter, antracitgrå Palram Canopia";"Feria terassikatos 4 x 12,12 m, antrasiitti Palram - Canopia";"Feria patio cover 4 x 12,12 meter, anthracite grey Palram - Canopia"
"7290103122737";"540-193";"";"Feria terrasseoverdækning 4 x 8,50 meter, hvid Palram - Canopia";"Feria terrasstak 4 x 8,50 meter, vit Palram - Canopia";"Feria terassikatos 4 x 8,50 m, valkoinen Palram - Canopia";"Feria patio cover 4 x 8,50 meter, white Palram - Canopia"
"7290108134872";"540-194";"";"Feria terrasseoverdækning 4 x 8,50 meter, antracitgrå Palram - Canopia";"Feria terrasstak 4 x 8,50 meter, antracitgrå Palram Canopia";"Feria terassikatos 4 x 8,50 m, antrasiitti Palram - Canopia";"Feria patio cover 4 x 8,50 meter, anthracite grey Palram - Canopia"
"7290103122744";"540-195";"";"Feria terrasseoverdækning 4 x 10,31 meter, hvid Palram - Canopia";"Feria terrasstak 4 x 10,31 meter, vit Palram - Canopia";"Feria terassikatos 4 x 10,31 m, valkoinen Palram - Canopia";"Feria patio cover 4 x 10,31 meter, white Palram - Canopia"
"7290108134841";"540-196";"";"Feria terrasseoverdækning 4 x 10,31 meter, antracitgrå Palram - Canopia";"Feria terrasstak 4 x 10,31 meter, antracitgrå Palram Canopia";"Feria terassikatos 4 x 10,31 m, antrasiitti Palram - Canopia";"Feria patio cover 4 x 10,31 meter, anthracite grey Palram - Canopia"
"7290108611793";"540-197";"";"Feria terrasseoverdækning 4 x 12,76 meter, hvid Palram - Canopia";"Feria terrasstak 4 x 12,76 meter, vit Palram - Canopia";"Feria terassikatos 4 x 12,76m, valkoinen Palram - Canopia";"Feria patio cover 4 x 12,76 meter, white Palram - Canopia"
"7290108136142";"540-198";"";"Feria terrasseoverdækning 4 x 12,76 meter, antracitgrå Palram - Canopia";"Feria terrasstak 4 x 12,76 meter, antracitgrå Palram Canopia";"Feria terassikatos 4 x 12,76 m, antrasiitti Palram - Canopia";"Feria patio cover 4 x 12,76 meter, anthracite grey Palram - Canopia"
"7290103122775";"540-199";"";"Feria terrasseoverdækning 4 x 14,56 meter, hvid Palram - Canopia";"Feria terrasstak 4 x 12,56 meter, vit Palram - Canopia";"Feria terassikatos 4 x 12,56 m, valkoinen Palram - Canopia";"Feria patio cover 4 x 14,56 meter, white Palram - Canopia"
"7290108611069";"540-200";"";"Majorca pool overdækning 470 x 670 cm Palram - Canopia";"Majorca pooltak 470 x 670 cm Palram - Canopia";"Majorca uima-altaan kansi 470 x 670 cm Palram - Canopia";"Majorca pool enclosure 470 x 670 cm Palram - Canopia"
"7290108136159";"540-210";"";"Feria terrasseoverdækning 4 x 14,56 meter, antracitgrå Palram - Canopia";"Feria terrasstak 4 x 14,56 meter, antracitgrå Palram Canopia";"Feria terassikatos 4 x 14,56 m, antrasiitti Palram - Canopia";"Feria patio cover 4 x 14.56 meter, anthracite grey Palram - Canopia"
"7290108130003";"540-215";"";"Drivhus Glory 6,2 m2 grå Palram - Canopia";"Växthus Glory 6,2 m² grå Palram - Canopia";"Kasvihuone Glory 6,2 m2, harmaa runko, Palram - Canopia";"Greenhouse Glory 6.2 m2 grey Palram - Canopia"
"7290108130140";"540-216";"";"Drivhus Glory 9,2 m2 grå Palram - Canopia";"Växthus Glory 9,2 m² grå Palram - Canopia";"Kasvihuone Glory 9,2 m2, harmaa runko, Palram - Canopia";"Greenhouse Glory 9.2 m2 grey Palram - Canopia"
"7290108130157";"540-218";"";"Drivhus Glory 12,2 m2 grå Palram - Canopia";"Växthus Glory 12,2 m² grå Palram - Canopia";"Kasvihuone Glory 12,2 m2, harmaa runko, Palram - Canopia";"Greenhouse Glory 12.2 m2 grey Palram - Canopia"
"7290108130164";"540-219";"";"Drivhus Glory 15,3 m2 grå Palram - Canopia";"Växthus Glory 15,3 m² grå Palram - Canopia";"Kasvihuone Glory 15,3 m2, harmaa runko, Palram - Canopia";"Greenhouse Glory 15.3 m2 grey Palram - Canopia"
"7290108132595";"540-220";"";"BELLA 6 M2 DRIVHUS SØLV PALRAM - CANOPIA";"Växthus Bella 6 m² silver Palram - Canopia";"Kasvihuone Bella 6 m2, hopeanvärinen runko, Palram - Canopia";"Greenhouse Bella 6 m2 silver Palram - Canopia"
"7290108132618";"540-222";"";"Drivhus Bella 9 m2 sølv Palram - Canopia";"Växthus Bella 9 m² silver Palram - Canopia";"Kasvihuone Bella 9 m2, hopeanvärinen runko, Palram - Canopia";"Greenhouse Bella 9 m2 silver Palram - Canopia"
"7290108132625";"540-223";"";"Drivhus Bella 12 m2 sølv Palram - Canopia";"Växthus Bella 12 m² silver Palram - Canopia";"Kasvihuone Bella 12 m2, hopeanvärinen runko, Palram - Canopia";"Greenhouse Bella 12 m2 silver Palram - Canopia"
"7290108132632";"540-224";"";"Drivhus Bella 14,7 m2 sølv Palram - Canopia";"Växthus Bella 14,7 m² silver Palram - Canopia";"Kasvihuone Bella 14,7 m2, hopeanvärinen runko, Palram - Canopia";"Greenhouse Bella 14.7 m2 silver Palram - Canopia"
"7290108612462";"540-225";"";"Drivhus Bella 17,6 m2 sølv Palram - Canopia";"Växthus Bella 17,6 m² silver Palram - Canopia";"Kasvihuone Bella 17,6 m2, hopeanvärinen runko, Palram - Canopia";"Greenhouse Bella 17.6 m2 silver Palram - Canopia"
"7290108612479";"540-226";"";"Drivhus Bella 20,6 m2 sølv Palram - Canopia";"Växthus Bella 20,6 m² silver Palram - Canopia";"Kasvihuone Bella 20,6 m2, hopeanvärinen runko, Palram - Canopia";"Greenhouse Bella 20.6 m2 silver Palram - Canopia"
"7290108612486";"540-227";"";"Drivhus Bella 22,5 m2 sølv Palram - Canopia";"Växthus Bella 22,5 m² silver Palram - Canopia";"Kasvihuone Bella 22,5 m2, hopeanvärinen runko, Palram - Canopia";"Greemhouse Bella 22.5 m2 silver Palram - Canopia"
"7290108612974";"540-230";"";"Carport Oslo 596,5 x 607,5 cm Palram - Canopia";"Carport Oslo 596,5 x 607,5 cm Palram - Canopia";"Autokatos Oslo 596,5 x 607,5 cm Palram - Canopia";"Carport Oslo 596,5 x 607,5 cm Palram - Canopia"
"5705858076249";"540-231";"";"Carport Oslo 596,5 x 901 cm Palram - Canopia";"Carport Oslo 596,5 x 901 cm Palram - Canopia";"Autokatos Oslo 596,5 x 901 cm Palram - Canopia";"Carport Oslo 596,5 x 901 cm Palram - Canopia"
"5705858076256";"540-232";"";"Carport Oslo 596,5 x 1195 cm Palram - Canopia";"Carport Oslo 596,5 x 1195 cm Palram - Canopia";"Autokatos Oslo 596,5 x 1195 cm Palram - Canopia";"Carport Oslo 596,5 x 1195 cm Palram - Canopia"
"7290108613049";"540-235";"";"Drivhus cedertræ Natura 8,6 m2 Palram - Canopia";"Växthus cederträ Natura 8,6 m2 Palram - Canopia";"Kasvihuone setripuu Natura 8,6 m2 Palram - Canopia";"Greenhouse cedar wood Natura 8,6 m2 Palram - Canopia"
"7290108613094";"540-237";"";"Drivhus cedartræ Natura 12 m2 Palram - Canopia";"Växthus cederträ Natura 12 m2 Palram - Canopia";"Kasvihuone setripuu Natura 12 m2 Palram - Canopia";"Greenhouse cedar wood Natura 12 m2 Palram - Canopia"
"7290108613100";"540-238";"";"Drivhus cedartræ Natura 15,3 m2 Palram - Canopia";"Växthus cederträ Natura 15,3 m2 Palram - Canopia";"Kasvihuone setripuu Natura 15,3 m2 Palram - Canopia";"Greenhouse cedar wood Natura 15,3 m2 Palram - Canopia"
"7290108613216";"540-239";"";"Natura drivhus træ hyldesæt Palram - Canopia";"Natura växthus trähyllset Palram - Canopia";"Natura -kasvihuoneen setripuinen hyllysarja Palram - Canopia";"Natura greenhouse wood shelf set Palram - Canopia"
"7290108131307";"540-241";"";"Terrasseoverdækning Sierra 2,3 x 2,3 m (5 m2), antracit Palram - Canopia";"Terrasstak Sierra 2,3 x 2,3m (5 m2), antracitgrå – Palram Canopia";"Terassikatos Sierra 2.3 x 2.3 m (5 M2), antrasiitin harmaa Palram - Canopia";"Patio cover Sierra 2.3 x 2.3 m (5 m2), anthracite grey Palram - Canopia"
"7290108130607";"540-250";"";"Terrasseoverdækning Sierra 3 x 6,19 m (18,3 m2), antracitgrå Palram - Canopia";"Terrasstak Sierra 3 x 6,19 m (18,3 m²), antracitgrå – Palram Canopia";"Terassikatos Sierra 3x6.19 (18.3 M2), antrasiitin harmaa Palram - Canopia";"Patio cover Sierra 3x6.19 (18.3 M2), anthracite grey Palram - Canopia"
"7290108130614";"540-251";"";"Terrasseoverdækning Sierra 3 x 7,39 m (21,8 m2), antracitgrå Palram - Canopia";"Terrasstak Sierra 3 x 7,39 m (21,8 m²), antracitgrå – Palram Canopia";"Terassikatos Sierra 3x7.39 m (21.8 M2), antrasiitin harmaa Palram - Canopia";"Patio cover Sierra 3x7.39 m (21.8 M2), anthracite grey Palram - Canopia"
"7290108130621";"540-252";"";"Terrasseoverdækning Sierra 3 x 8,60 m (25,4 m2), antracitgrå Palram - Canopia";"Terrasstak Sierra 3 x 8,60 m (25,4 m²), antracitgrå – Palram Canopia";"Terassikatos Sierra 3x8.60 m (25.4 M2), antrasiitin harmaa Palram - Canopia";"Patio cover Sierra 3x8.60 m (25.4 M2), anthracite grey Palram - Canopia"
"7290108130638";"540-253";"";"Terrasseoverdækning Sierra 3 x 9,24 m (27,3 m2), antracitgrå Palram - Canopia";"Terrasstak Sierra 3 x 9,24 m (27,3 m²), antracitgrå – Palram Canopia";"Terassikatos Sierra 3x9.24 m (27.3 M2), antrasiitin harmaa Palram - Canopia";"Patio cover Sierra 3x9.24 m (27.3 M2), anthracite grey Palram - Canopia"
"7290108130584";"540-254";"";"Terrasseoverdækning Sierra 3 x 9,80 m (28,6 m2), antracitgrå Palram - Canopia";"Terrasstak Sierra 3 x 9,80 m (28,6 m²), antracitgrå – Palram Canopia";"Terassikatos Sierra 3x9.80 m (28.6 M2), antrasiitin harmaa Palram - Canopia";"Patio cover Sierra 3x9.80 m (28.6 M2), anthracite grey Palram - Canopia"
"7290108130652";"540-255";"";"Terrasseoverdækning Sierra 3 x 10,44 m (30,8 m2), antracitgrå Palram - Canopia";"Terrasstak Sierra 3 x 10,44 m (30,8 m²), antracitgrå – Palram Canopia";"Terassikatos Sierra 3x10.44 m (30.8 M2), antrasiitin harmaa Palram - Canopia";"Patio cover Sierra 3x10.44 m (30.8 M2), anthracite grey Palram - Canopia"
"7290108138535";"540-260";"";"Terrasseoverdækning Sierra 2,3 x 4,5 m antracit Palram - Canopia";"Terrassöverbyggnad Sierra 2,3 x 4,5 m, antracit Palram – Canopia";"Terassikatos Sierra 2,3 x 4,5 m antrasiitti Palram - Canopia";"Patio cover Sierra 2.3 x 4.5 m antracite Palram - Canopia"
"7290108138542";"540-261";"";"Terrasseoverdækning Sierra 2,3 x 6,7 m antracit Palram - Canopia";"Terrassöverbyggnad Sierra 2,3 x 6,7 m, antracit Palram – Canopia";"Terassikatos Sierra 2,3 x 6,7 m antrasiitti Palram - Canopia";"Patio cover Sierra 2.3 x 6.7 m antracite Palram - Canopia"
"5705858085944";"540-280";"";"Palermo 3000 inkl. gardiner & myggenet Canopia";"Palermo 3000 inkl. gardiner och myggnät Canopia";"Palermo 3000 sis. verhot ja hyttysverkon Palram - Canopia";"Palermo 3000 incl. curtains and net Canopia"
"5705858085951";"540-281";"";"Palermo 3600 inkl. gardiner & myggenet Canopia";"Palermo 3600 inkl. gardiner och myggnät Canopia";"Palermo 3600 sis. verhot ja hyttysverkon Palram - Canopia";"Palermo 3600 incl. curtains and net Canopia"
"5705858085968";"540-282";"";"Martinique 3600 inkl. gardiner & myggenet Canopia";"Martinique 3600 inkl. gardiner och myggnät Canopia";"Martinique 3600 sis. verhot ja hyttysverkon Palram - Canopia";"Martinique 3600 incl. curtains and net Canopia"
"5705858085975";"540-283";"";"Milano 3000 inkl. gardiner & myggenet Canopia";"Milano 3000 inkl. gardiner och myggnät Canopia";"Milano 3000 sis. verhot ja hyttysverkon Palram - Canopia";"Milano 3000 incl. curtains & mosquito net Canopia"
"5705858085982";"540-284";"";"Martinique 4300 inkl. gardiner & myggenet Canopia";"Martinique 4300 inkl. gardiner och myggnät Canopia";"Martinique 4300 sis. verhot ja hyttysverkon Palram - Canopia";"Martinique 3600 incl. curtains and net Canopia"
"5705858085999";"540-285";"";"Milano 4300 inkl. gardiner & myggenet Canopia";"Milano 4300 inkl. gardiner och myggnät Canopia";"Milano 4300 sis. verhot ja hyttysverkon Palram - Canopia";"Milano 4300 incl. curtains & mosquito net Canopia"
"5705858086002";"540-286";"";"Martinique 5000 inkl. gardiner & myggenet Canopia";"Martinique 5000 inkl. gardiner och myggnät Canopia";"Martinique 5000 sis. verhot ja hyttysverkon Palram - Canopia";"Martinique 5000 incl. curtains and net Canopia"
"5705858086026";"540-288";"";"Dallas 4,2 x 4,2 m inkl. gardiner & net Canopia";"Dallas 4,2 × 4,2 m med gardiner och myggnät Canopia";"Dallas 4,2 x 4,2 m sis. verhot ja hyttysverkon Palram - Canopia";"Dallas 4,2 x 4,2 m incl. curtains & net Canopia"
"5705858086033";"540-289";"";"Dallas 4,2 x 4,8 m inkl. gardiner & net Canopia";"Dallas 4,2 × 4,8 m med gardiner och myggnät Canopia";"Dallas 4,2 x 4,8 m sis. verhot ja hyttysverkon Palram - Canopia";"Dallas 4,2 x 4,8 m incl. curtains & net Canopia"
"5705858086040";"540-290";"";"Dallas 4,2 x 6 m inkl. gardiner & myggenet Canopia";"Dallas 4,2 × 6 m med gardiner och myggnät Canopia";"Dallas 4,2 x 6 m sis. verhot ja hyttysverkon Palram - Canopia";"Dallas 4,2 x 6 m incl. curtains & net Canopia"
"7290112639202";"540-300";"";"Skur Stronghold 10 x 8, grå, Keter";"Förråd Stronghold 10 x 8, grå, Keter";"Pihavarasto Stronghold 10 x 8, harmaa, Keter";"Shed Stronghold 10 x 8, grey, Keter"
"5705858085227";"540-302";"";"Skur Stronghold 10 x 11.5, grå, Keter";"Förråd Stronghold 10 x 11,5, grå, Keter";"Pihavarasto Stronghold 10 x 11.5, harmaa, Keter";"Shed Stronghold 10 x 11.5, grey, Keter"
"5705858085234";"540-303";"";"Skur Stronghold 10 x 15, grå, Keter";"Förråd Stronghold 10 x 15, grå, Keter";"Pihavarasto Stronghold 10 x 15, harmaa, Keter";"Shed Stronghold 10 x 15, grey, Keter"
"7290112647757";"540-320";"";"Skur Artisan 9 x 7, lysgrå, Keter";"Förråd Artisan 9 x 7, ljusgrå, Keter";"Pihavarasto Artisan 9 x 7, vaaleanharmaa, Keter";"Shed Artisan 9 x 7, ligh grey, Keter"
"7290112647764";"540-321";"";"Skur Artisan 11 x 7, lysgrå, Keter";"Förråd Artisan 11 x 7, ljusgrå, Keter";"Pihavarasto Artisan 11 x 7, vaaleanharmaa, Keter";"Shed Artisan 11 x 7, ligh grey, Keter"
"5709137051187";"603-140";"";"Opbindingsbånd gummi 25 m";"Uppbindningsband gummi 25 m";"Kuminen sidontanauha 25 m";"Rubber tie band 25 m"
"5709137055482";"603-141";"";"Gummiklods 50 x 50 x 5/6 mm, pk a 25 stk";"Gummikloss 50 x 50 x 5/6 mm, pk á 25 st";"Kumikiekko 50 x 50 x 5/6 mm, 25 kpl";"Rubber disc 50 x 50 x 5/6 mm, 25 pcs"
"5709137070416";"603-142";"";"Opbindingsbånd Jute 50 mm x 50 m";"Uppbindningsband jute 50 mm x 50 m";"Juuttinauha 50 mm x 50 m";"Jute tie up line 50 mm x 50 m"
"5705858705927";"603-148";"";"Gummiklods 45 mm 25 stk";"Gummikloss 45 mm 25 st";"Kumikiekko 45 mm, 25 kpl";"Rubber disc 45 mm, 25 pcs"
"5705858705934";"603-149";"";"Opbindingsbånd 50 mm x 100 m";"Uppbindningsband 50 mm x 100 m";"Sidontanauha 50 mm x 100 m";"Tie up line 50 mm x 100 m"
"5705858706283";"603-152";"";"Opbindingssele sort HORTUS";"Träduppbindare, svart HORTUS";"Sidontasetti kasveille HORTUS";"Tying up kit, black HORTUS"
"5705858078427";"603-160";"";"Stammebeskytter 110 cm, sort, 2-pak, NORDIC FENCE";"Stamskydd 110 cm, svart, 2-pack, NORDIC FENCE";"Puun rungon suojus 110 cm, musta, 2 kpl pakkaus, NORDIC FENCE";"Tree trunk protector 110 cm, black, 2-pack, NORDIC FENCE"
"7071528007294";"710-000";"";"Tagrende T125 A 400 cm - Aluminium";"Takränna 400 cm - aluminium";"Ränni T125 400 cm, alumiini";"Gutter T125 400 cm - aluminium"
"7071528003173";"710-005";"";"T125 Konsoljern blank aluminium";"Konsol järn - aluminium";"Rännikannake, alumiini";"Console bracket T125 - aluminium"
"5705858080185";"710-006";"";"T125 lange rendejern aluminium, GRØVIK";"T125 långa rännkrokar aluminium, GRØVIK";"T125 pitkät kouraharjat alumiini, GRØVIK";"T125 long gutter iron aluminum, GRØVIK"
"7071528003111";"710-010";"";"T125 Rendesamler blank aluminium";"Sammanfogning T125 - aluminium";"Rännin T125 liitoskappale, alumiini";"Drain collector T125 - aluminium"
"7071528008314";"710-015";"";"Tudstykke blank aluminium til N70";"Stycke T25 70 mm -aluminium";"Rännin lähtokappale T125 70 mm syöksyputkelle, alumiini";"Waterspout T125 for 70 mm drain - aluminium"
"5705858080208";"710-016";"";"T125 indv hjørne aluminium, GRØVIK";"T125 invändigt hörn aluminium, GRØVIK";"T125 sisäkulma alumiini, GRØVIK";"T125 internal corner aluminum, GRØVIK"
"5705858080192";"710-017";"";"T125 udv hjørne aluminium, GRØVIK";"T125 utvändigt hörn aluminium, GRØVIK";"T125 ulkokulma alumiini, GRØVIK";"T125 external corner aluminum, GRØVIK"
"7071528011246";"710-020";"";"T125 endebund blank aluminium";"Ändbotten T125 - aluminium";"Rännin päätykappale T125, alumiini";"End plate T125 - aluminium"
"7071528006624";"710-025";"";"N70 Nedløbsrør a 300 cm. blank aluminium";"Nedfallsrör 300 cm - aluminium";"Syöksyputki N70 300 cm, alumiini";"Drain pipe 300 cm - aluminium"
"7071528006655";"710-026";"";"N70 nedløbsrør a 600 cm - aluminium";"Nedfallsrör 600 cm N70 - aluminium";"Syöksyputki N70 600 cm, alumiini";"Drain pipe 600 cm N70 - aluminium"
"7071528006723";"710-027";"";"N70 nedløbsrør a 300 cm - aluminium sort";"Nedfallsrör 300 cm N70 - aluminium svart";"Syöksyputki N70 300 cm, alumiini musta";"Drain pipe 300 cm N70 - aluminium black"
"7071528006846";"710-028";"";"N85 nedløbsrør a 600 cm - aluminium";"Nedfallsrör 600 cm N85 - aluminium";"Syöksyputki N85 600 cm, alumiini";"Drain pipe 600 cm N85 - aluminium"
"7071528004927";"710-029";"";"N70 grenrør 60 gr. - aluminium";"Grenrör 60 grader N70 - aluminium";"Syöksyputken haara N70 60 astetta, alumiini";"Manifold pipe 60 gr. N70 - aluminium"
"7071528004910";"710-030";"";"N70 grenrør 75 gr. aluminium";"Avloppsrör 75 grader - aluminium";"Syöksyputken haara N70 75 astetta, alumiini";"Manifold pipe 75 gr. -aluminium"
"7071528005016";"710-031";"";"N70 grenrør 75 gr. - aluminium sort";"Grenrör 75 grader N70 - aluminium svart";"Syöksyputken haara N70 75 astetta, alumiini musta";"Manifold pipe 75 gr. N70 - aluminium black"
"7071528009748";"710-035";"";"N70 rørholder ps. A 2 stk. – aluminium";"Rörhållare 2 st - aluminium";"Syöksyputken kannake N70, 2 kpl, alumiini";"Pipe holder, bag 2 pcs - aluminium"
"7071528009731";"710-036";"";"N70 rørholder pose af 2 stk. - aluminium sort";"Rörhållare N70 2 st - aluminium svart";"Syöksyputken kannake N70, 2 kpl, alumiini musta";"Pipe holder N70, bag 2 pcs - aluminium black"
"7071528009786";"710-037";"";"N85 rørholder pose af 2 stk. - aluminium";"Rörhållare N85 2 st - aluminium";"Syöksyputken kannake N85, 2 kpl, alumiini";"Pipe holder N85, bag 2 pcs - aluminium"
"7071528009281";"710-040";"";"N70 vandopsamler – aluminium";"Vattenuppsamlare N70 - aluminium";"Lehtien/vedenkeräin syöksyputkelle N70, alumiini";"Leaf / water collector N70 - aluminium"
"7071528009304";"710-041";"";"N70 vandopsamler - aluminium sort";"Vattenuppsamlare N70 - aluminium svart";"Lehtien/vedenkeräin syöksyputkelle N70, alumiini musta";"Leaf / water collector N70 - aluminium black"
"7071528001551";"710-045";"";"Bladfang til aluminiumstagrende";"Lövsamlare till takränna - aluminium";"Lehtien keräin alumiiniränniin";"Leaf catcher for aluminium gutter"
"7071528004583";"710-050";"";"N70 udkaster – aluminium";"Utkastare N70 - aluminium";"Ulosheittäjä syöksyputkeen N70, alumiini";"Pipe shoe N70 - aluminium"
"7071528004613";"710-051";"";"N70 udkaster - aluminium sort";"Utkastare N70 - aluminium svart";"Ulosheittäjä syöksyputkeen N70, alumiini musta";"Pipe shoe N70 - aluminium black"
"7071528005054";"710-055";"";"N70 brøndkrave – aluminium";"Brunnskrage N70 - aluminium";"Maakaivo syöksyputkalleN70, alumiini";"Ground adapter N70 - aluminium"
"7071528005085";"710-056";"";"N70 brøndkrave - aluminium sort";"Brunnskrage N70 - aluminium svart";"Kaivoliitin syöksyputkelle N70, alumiini musta";"Ground adapter N70 - aluminium black"
"7071528006020";"710-057";"";"N85 brøndkrave - aluminium";"Brunnskrage N85 - aluminium";"Kaivoliitin syöksyputkelle N85, alumiini";"Ground adapter N85 - aluminium"
"7071528005245";"710-060";"";"N70 nedførsel sæt af 2 stk. – aluminium";"Avledare N70 2 ST - aluminium";"Säädettävä kannake syöksyputkelle N70, 2 kpl, alumiini";"Adjustable offset N70 - set 2 pcs. - aluminium"
"7071528005320";"710-061";"";"N70 nedførsel - sæt a 2 stk. - aluminium sort";"Avledare N70 2 st - aluminium svart";"Säädettävä kannake syöksyputkelle N70, 2 kpl, alumiini musta";"Adjustable offset N70 - set 2 pcs. - aluminium black"
"7071528006082";"710-062";"";"N85 nedførsel - sæt a 2 stk. - aluminium";"Avledare N85 2 st - aluminium";"Säädettävä kannake syöksyputkelle N85, 2 kpl, alumiini";"Adjustable offset N85 - set 2 pcs. - aluminium"
